journal,title,author,year,volume,issue,doi,abstract
American Archivist,"Lifetimes and legacies: Mortality, immortality, and the needs of aging and dying donors",Wexler G.,2009,72,2,10.17723/aarc.72.2.u84p72872w461264,"Archivists frequently collect papers from people who have had long and productive careers, but are challenged by aging, infirmity, and the end of life. Closely related is the archivist's work with caregivers, survivors, and heirs. Geoff Wexler explores the often complex legal, ethical, and interpersonal implications involved when confronting issues of aging, death, and the documentary legacies of the departed. Linda Long provides a case study that examines an archivist's relationship to a terminally ill artist, Tee Corinne. An annotated bibliography concludes the article."
American Archivist,Managing electronic records in manuscript collections: A case study from the beinecke rare book and manuscript library,Forstrom M.,2009,72,2,10.17723/aarc.72.2.b82533tvr7713471,"This paper reports on the management of electronic records in manuscript collections at the Beinecke Rare Book and Manuscript Library at Yale University. The paper offers a case study exploring the InterPARES 1 Authenticity Task Force ""Requirements for Assessing and Maintaining the Authenticity of Electronic Records"" and archival description as models for assessing and maintaining the authenticity of copies of electronic records in manuscript collections. The paper focuses on rules in Describing Archives: A Content Standard (DACS) applied to description in finding aids."
American Archivist,"""To the limit of our integrity"": Reflections on archival being",Cline S.,2009,72,2,10.17723/aarc.72.2.g0321510717r6j14,"Archivists toil in a professional world of power and power relationships. To mediate the power of archives and use it for the greater public good, archivists must engage their work with a deep understanding of what it means to be archivists, subscribe to a set of values that informs how they do their work, and embrace archival being. Four values are key to archival being: faith, radical self-understanding, intention, and integrity. By internalizing these values, as individuals and as a profession, archivists can better conduct their work in a moral, ethical manner for the benefit of society."
American Archivist,Long-term preservation of digital records: Trustworthy digital objects,Gladney H.M.,2009,72,2,10.17723/aarc.72.2.g513766100731832,"The proper entities for archival attention are patterns inherent in transmitted and stored messages. Most digital archival repository technology-what private sector enterprises call content management (CM) technology-has been thoroughly understood and widely deployed for more than a decade. This technology is not adequate for long-term digital preservation because it includes no mechanisms for reliably assuring authenticity and intelligibility of digital documents for fifty years or longer. CM provides for near-term preservation without handling long-term preservation, which must overcome risks associated with technological obsolescence and fading human memory. This article offers a solution to mitigate these risks. Implementing the needed software would be a small addition to widely deployed CM offerings. This long-term preservation solution, devised for cultural and scholarly digital documents, is already structured to support archival principles for business records, and the article describes this Trustworthy Digital Object (TDO) architecture and its design core sufficiently to show how archivists can participate in managing digital repositories that conform and are attuned to the particular needs of any archival institution."
American Archivist,"""Closing the circle"": Native American writings in colonial new england, a documentary nexus between acculturation and cultural preservation",Mifflin J.,2009,72,2,10.17723/aarc.72.2.g9l64855878171kp,"Handwritten documents as well as printed books and tracts in the indigenous languages of New England's Native Americans in the colonial era enable linguistic scholars to ""reclaim"" traditional Native speech, ""closing the circle"" for many Native Americans and providing a solid foundation for group cohesion and cultural identity. In addition, writings by Native Americans and Native voices inherent in documents penned by Euro-American colonials are essential to understanding the details and dynamics of acculturation. A key focus of this article is the Wôpanĝak Language Reclamation Project, which relies heavily on linguistic analysis of historical documents scattered throughout repositories in New England. Endangered languages, cultural diversity, and the multifaceted perspectives preserved in archival repositories have much to teach us."
American Archivist,Writers: Conversation and collaboration,Pugh M.,2009,72,2,,
American Archivist,Reading and publishing within the archives community: A survey,Nimer C.,2009,72,2,10.17723/aarc.72.2.g87301252q787254,"This article reports on a survey of professional reading and publication practices within the archival community and explores the extent to which community members engage with archival literature. Participants were asked to respond to a series of questions on archives-related reading habits and their experience and preferences regarding publishing. Analysis of their responses considers the impact on the profession of archival journals, as well as of emerging forms of professional discourse such as blogs. This article also examines the impact of larger changes in academic publishing, such as electronic journals, open-access publishing, and copyright agreements. While this study suggests that the archival community is subject to these larger trends, it also notes areas in which community members vary from those in related disciplines."
American Archivist,Instant documentation: Cell-phone-generated records in the archives,Caswell M.,2009,72,1,10.17723/aarc.72.1.k7186478626823x9,"Cell-phone-generated voicemail messages, text messages, still images, and video footage are often viewed as ephemeral, but cell phones can also create records of enduring value. Despite the importance of cell-phone-generated materials, few archivists have addressed the problems of how to appraise, provide access to, and preserve these materials. This paper invites discussion about integrating these materials into archival collections. It uses email interviews with two archivists who are pioneering this uncharted territory to address issues of appraisal, acquisition, preservation, authenticity, and description surrounding cell-phone-generated documents."
American Archivist,Preservation of mixed-format archival collections: A case study of the ann getty fashion collection at the fashion institute of design and merchandising,Clarke R.,2009,72,1,10.17723/aarc.72.1.xq983n0t67226002,"As archival collections incorporate wider varieties of materials, the complexity of preserving them increases proportionately. Juxtapositions of mixed-format materials create artifactual and intrinsic value that is lost if the materials are separated for format-specific preservation. This paper examines the Ann Getty Fashion Collection, a collection of designer materials at the Library at the Fashion Institute of Design and Merchandising, and discusses challenges and options for its preservation. Physical condition, usage, and resources are considered in arriving at the most efficient balance of preservation actions."
American Archivist,Archives mean money: How to make the most of archives for public relations purposes - The yapi kredi bank example,Ataman B.,2009,72,1,10.17723/aarc.72.1.f88950614r64w527,"Most archivists face the challenge of justifying their existence, and this challenge is especially difficult in a corporate setting. To promote archives and affirm their value to the organization, archivists can use techniques developed by the public relations industry, especially the ""commercial equivalent"" concept. The archivists at Yapi Kredi Bank (YKB), Istanbul, Turkey, used this method to show that a corporate archives can create surplus value of up to a million dollars a year. Furthermore, attaching an archives to a public relations department can bring other benefits, albeit with unusual challenges."
American Archivist,Getting it done - Collaboration and development of the digital records conversion standard,Kunde N.,2009,72,1,10.17723/aarc.72.1.k7826761wj4j51lq,"Archivists and records managers have long acknowledged the need to insert recordkeeping requirements and preservation strategies into information system processes. What better place to integrate these requirements than in standards that serve as guidance documents to information management practitioners. The Digital Records Conversion Process Standard, ANSI-ARMA 16-2007 (DRCP) assists records professionals with planning, requirements, and procedures to ensure authentic records. This article discusses standards development, the role of and need for records and information management (RIM) standards, challenges inherent in the current process, and the need for a more collaborative approach to standards development. As used in this paper, a standard is ""a national, international, or industry agreement that establishes qualities of practices in order to achieve common goals""."
American Archivist,A brave new world: Archivists and shareable descriptive metadata,Riley J.,2009,72,1,10.17723/aarc.72.1.kl70j01223654874,"The notion of ""shareable"" metadata has recently emerged in the cultural heritage community as a result of increased expectations for making descriptive metadata openly available. Archivists, too, must work to create shareable metadata if archives are to remain viable in a continually evolving information environment. This paper discusses the issues involved in applying shareable metadata principles to archival description, describes strategies and tools for creating shareable archival descriptive metadata, and considers emerging trends in metadata sharing. The authors also outline further recommendations for action by the archival community."
American Archivist,Embracing web 2.0: Archives and the newest generation of web applications,Samouelian M.,2009,72,1,10.17723/aarc.72.1.k73112x7n0773111,"Archivists are converting physical collections to digital formats and displaying surrogates of these primary sources on their websites. Simultaneously, the Web is moving toward a shared environment that embraces collective intelligence and participation, which is often called Web 2.0. This paper investigates the extent to which Web 2.0 features have been integrated into archival digitization projects. Although the use of Web 2.0 features has not yet been widely discussed in the professional archival literature, this exploratory study of college and university repository websites in the United States suggests that archival professionals are embracing Web 2.0 to promote their digital content and redefine relationships with their patrons."
American Archivist,Flowers for homestead: A case study in archives and collective memory,Bastian J.A.,2009,72,1,10.17723/aarc.72.1.k751734304667050,"How is a historical event remembered, and how can that memory influence and enrich the archival record? This paper addresses that question by analyzing the memory trajectory of one well-remembered event in American history, the Homestead Strike of 1892. Tracking the traces of the strike, from tragic event to collective memory, it examines how the collective memory of an event enhances our ability to document and understand it in its entirety, demonstrating that while records may influence the memory of events, memory may also influence the production of records."
American Archivist,Making the leap from parts to whole: Evidence and inference in archival arrangement and description,Meehan J.,2009,72,1,10.17723/aarc.72.1.kj672v4907m11x66,"This article examines the analytical process in arrangement and description, and considers how the archivist arrives at an understanding of the records sufficient for contextualizing and providing intellectual access to them. The discussion characterizes the process of intellectual arrangement as one of identifying and/or creating the contextual relationships of a body of records, and it highlights certain common factors in the process, such as the historical standpoint of the archivist, the use of evidence, and the role of inference. Underscoring the speculative nature of the analytical process and the active role of the archivist in shaping the records, this article suggests ways for archivists to account for these aspects of practice on an individual, departmental or institutional, and professional level."
American Archivist,Introduction to president Mark Greene,Meissner D.,2009,72,1,,
American Archivist,Digital preservation through archival collaboration: The data preservation alliance for the social sciences,Altman M.,2009,72,1,10.17723/aarc.72.1.eu7252lhnrp7h188,"The Data Preservation Alliance for the Social Sciences (Data-PASS) is a partnership of five major U.S. institutions with a strong focus on archiving social science research. The Library of Congress supports the partnership through its National Digital Information Infrastructure and Preservation Program (NDIIPP). The goal of Data-PASS is to acquire and preserve data from opinion polls, voting records, large-scale surveys, and other social science studies at risk of being lost to the research community. This paper discusses the agreements, processes, and infrastructure that provide a foundation for the collaboration."
American Archivist,Seek and you may find: Successful search in online finding aid systems,Daniels M.,2010,73,2,10.17723/aarc.73.2.p578900680650357,"This article reports on a series of retrieval experiments using online finding aid systems in two archival institutions to identify heuristics for successful search in archival systems. The project analyzes the success rates of search strategies of forty-three participants and finds that highly successful searchers possess prior archival experience and use both Boolean searches and the browser's page find functionality. Successful searchers also utilize a broader range of search strategies and query reformulation techniques. Many searchers had difficulty choosing appropriate search terms and understanding archival terminology. The results of this study have implications for archival instruction, federated search, and the design of interfaces for online finding aids. © Morgan G. Daniels and Elizabeth Yakel."
American Archivist,"Career satisfaction of young archivists: A survey of professional working archivists, age 35 and under",Cushing A.,2010,73,2,10.17723/aarc.73.2.gh8330h51124j144,"The 2006 SAA A*CENSUS study identified a generational shift in the archival profession and recommended ""making room in the archival profession for new workers"" and working to ""engage younger professionals in leadership roles within organizations."" This study asked working archivists age 35 and under about their satisfaction with their work duties and work environment, as well as about their relationship with professional associations, to determine how to address the A *CENSUS action items. Results indicate that young archivists are generally satisfied with their day-to-day work. However, many young archivists have yet to serve in SAA positions and are unclear about the qualifications for service. © Amber L. Cushing."
American Archivist,Research: Intersecting theory and practice,Pugh M.,2010,73,2,,
American Archivist,"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Greene M.,2010,73,2,,
American Archivist,"Burn after viewing, or, fire in the vaults: Nitrate decomposition and combustibility",Heckman H.,2010,73,2,10.17723/aarc.73.2.n2746075wr84356t,"Although the fire risks associated with nitrate film stock are widely known, understanding of the relationship between nitrate decomposition and combustibility remains weak. This paper surveys the contradictory descriptions of decomposition and combustibility of motion picture film in current archival and safety literature, evaluates their sources, and compares them to descriptions by image stability researchers and chemists. Throughout, the author argues that the dialogue among the archival, safety, and scientific communities is inadequate and that no community has satisfactorily established the evolution of flammability as nitrate decomposes. The author concludes by outlining a plan for nitrate research and advocacy over the short, medium, and long terms. © Heather Heckman."
American Archivist,Balancing privacy and access in school desegregation collections: A case study,Yaco S.,2010,73,2,10.17723/aarc.73.2.h1346156546161m8,"Some fifty years ago, Virginia embarked on a strategy of ""massive resistance"" to desegregation that locked out over 14,000 primary and secondary public school students for up to five years. Collections that document this period often contain individual student records and politically sensitive information. Contradictory laws (FERPA, HIPAA, and FOIA) affect access to these collections. This case study examines decisions regarding access and privacy made by three repositories with such collections. The author raises questions about the legality and ethics of restricting access to collections that contain confidential records and calls for the establishment of best practices to guide the archivists through conflicting access laws. © Sonia Yaco."
American Archivist,"The development, testing, and evaluation of the archival metrics toolkits",Duff W.M.,2010,73,2,10.17723/aarc.73.2.00101k28200838k4,"This paper reports on the Archival Metrics Project, which developed, tested, and evaluated a set of toolkits designed to overcome some of the challenges of conducting user-based evaluation in college and university archival repositories. The Archival Metrics Project is ongoing. The initial toolkits result from a five-year, two-phase project funded by the Andrew W. Mellon Foundation. The project involved academics from three North American universities and twenty partners from academic archival institutions. At the completion of the study, the researchers interviewed ten archivists at partner institutions who took part in the testing of the toolkits and one year later gathered data using a questionnaire from fifty-nine individuals who downloaded the toolkits. The paper describes previous research on user-based evaluation in archives and similar projects conducted in the library field, the process of developing and testing five questionnaires and various methods to administer the questionnaires, as well as the evaluation of the toolkits. It concludes with a discussion of the issues raised about adoption and diffusion of these instruments. © Wendy M. Duff, Elizabeth Yakel, Helen R. Tibbo, Joan M. Cherry, Aprille McKay, Magia G. Krause, and Rebecka Sheffield."
American Archivist,"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Prom C.,2010,73,2,,
American Archivist,Undergraduates in the archives: Using an assessment rubric to measure learning,Krause M.,2010,73,2,10.17723/aarc.73.2.72176h742v20l115,This study introduces the use of a rubric to assess student learning from archival instruction. The researcher undertook a field study to examine what students in an undergraduate history course at a large state university learn from archival instruction. The study also builds upon previous work in the archival literature to introduce a reliable measure of archival literacy skills. The results of this study demonstrate that archival instruction can have a positive impact on student learning. © Magia G. Krause.
American Archivist,"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Greene M.,2010,73,2,,
American Archivist,"But you promised: A case study of deaccessioning at the American heritage center, University of Wyoming",Jackson L.,2010,73,2,10.17723/aarc.73.2.297691q50gkk84j4,"This paper is a case study of an active deaccessioning program at the American Heritage Center, University of Wyoming. The essay discusses decision making and methods for incorporating deaccessioning as a collection management tool. It reasons that a structured approach on the part of the repository can increase the value of the remaining collections, mitigate the anger and disappointment of donors whose material is being deaccessioned, build relationships with other repositories, and make more collections accessible. © Laura Uglean Jackson and D. Claudia Thompson."
American Archivist,Specimens as records: Scientific practice and recordkeeping in natural history research,Ilerbaig J.,2010,73,2,10.17723/aarc.73.2.607470v482172220,"For the past two decades, scholars in archival science have begun to question traditional assumptions about the nature of the record. Drawing on theories from fields such as sociology, organization theory, and science studies, and on their own ethnographic studies, they propose more inclusive definitions and widening the contexts of analysis of record making and recordkeeping. This paper continues this critical consideration of the concept of record by examining the nature of nonprototypical records in the scientific world. The paper focuses on the system of specimens and field notes established by biologist Joseph Grinnell at the Museum of Vertebrate Zoology (University of California, Berkeley) as a means of examining several aspects of the nature of the scientific record: materiality, representation, and the triad evidence/memory/accountability. Focusing on the creation and management of these scientific records, the paper argues that further analyses of scientific record making and recordkeeping are bound to benefit both scientific work, which depends more and more on databases and archives, as well as archival science, which is becoming more relevant beyond its traditional realm of the legal/business/administrative world. © Juan Ilerbaig."
American Archivist,"Due diligence, futile effort: Copyright and the digitization of the Thomas E. Watson papers",Dickson M.,2010,73,2,10.17723/aarc.73.2.16rh811120280434,"As archives and libraries digitize and make their collections available online, they are faced with the challenge of meeting growing patron expectations in the online environment while still adhering to copyright statutes. This article reports on a case study investigating the copyright status of materials from a recent effort to make the Thomas E. Watson Papers, a manuscript collection housed at the Southern Historical Collection at the University of North Carolina at Chapel Hill, accessible online. The article also explores fair use as a possible approach for digital publication of archival collections containing materials protected by copyright. © Maggie Dickson."
American Archivist,"With the exception of editing for conformity to capitalization, punctuation, and citation style, letters to the Forum are published verbatim",Van Ness C.,2010,73,2,,
American Archivist,Modes of seeing: Digitized photographic archives and the experienced user,Conway P.,2010,73,2,10.17723/aarc.73.2.mp275470663n5907,"Digitization practice in archives and libraries is now generating digital content and associated tools and practices that are transforming the relationships among archivists, users, and archival collections. The transformative nature of digitization derives in part from the power of the complex technologies to represent images and facilitate their use. This article explores how experienced, but for the most part nonacademic, users see the visual, material, and archival properties of digitized photographic archives while undertaking innovative and insightful projects that push the boundaries of visual interpretation. The study is a qualitative investigation involving independent case studies of seven people who have extensive experience using the photographic archives preserved by the Library of Congress. This article contextualizes the research in a range of literatures, summarizes the research methodology, and presents findings from in-depth interviews that focus on how visually experienced users choose digitized photographs for inclusion in a given project. By understanding these ""modes of seeing"" the contemporary digitized visual archives, archivists are in a better position to understand the representational implications of their digitization processes. © Paul Conway."
American Archivist,"User understanding of metadata in digital image collections: Or, what exactly do you mean by ""coverage""?",Fear K.,2010,73,1,10.17723/aarc.73.1.j00044lr77415551,"This study looks at the usefulness of Dublin Core metadata in digitized image collections from the user's perspective. Are there elements that users don't find useful? Do users feel useful information is missing? Are labels and elements provided for users arranged in a way that makes sense to them? This paper uses a survey, focus groups, and search/usability testing to gain insight into the kinds of information nonexpert users rely on when searching for images and to identify the vocabulary that best expresses that information. © Kathleen Fear."
American Archivist,"Much ado about paper clips: ""More product, less process"" and the modern manuscript repository",Ness C.,2010,73,1,10.17723/aarc.73.1.v17jn363512j545k,"This article is a critical examination of the methodology and arguments of Mark Greene and Dennis Meissner's influential article ""More Product, Less Process."" Greene and Meissner rely heavily on data from a survey of the profession's processing habits, which is skewed to manuscript repositories at colleges and universities rather than institutional archives. This article also examines untested assumptions underlying their arguments, reflects on why manuscript repositories resist change, and questions the wisdom of a standard metric for large manuscript collections. It asks whether ""More Product, Less Process"" addresses the critical issues facing manuscript repositories. © Carl Van Ness."
American Archivist,But a thin veil of paper,Boles F.,2010,73,1,,
American Archivist,Practices for College and University Electronic Records Management (ERM) programs: Then and now,Zach L.,2010,73,1,10.17723/aarc.73.1.u068w277852n25m8,"This article reports on findings from a research project investigating patterns in practices among North American college and university archives and records management programs regarding their approaches to capturing, storing, organizing, and making available institutional electronic records. The project seeks to provide a picture of the state of the field for archivists in colleges and universities. Initially funded by the National Historical Publications and Records Commission's (NHPRC) Electronic Records Fellowship Program, the study collected data in 2005 from 193 institutions through an online survey administered to 638 archivists and records managers. The survey was followed by interviews with archivists at 20 institutions to explore in depth the development and implementation of their programs. In 2009, a second online survey was sent to the 193 institutions responding in 2005 to identify what changes, if any, had occurred over the four-year period. Sixty-five percent (126) of the original 193 institutions updated their 2005 data, and the results suggest relatively little change in the development of ERM programs over the past four years. © Lisl Zach and Marcia Frank Peri."
American Archivist,MPLP: It's not just for processing anymore,Greene M.,2010,73,1,10.17723/aarc.73.1.m577353w31675348,"Amid the surprising attention given to the article ""More Product, Less Process,"" several colleagues commented that the role of appraisal was missing in our consideration of the problem of backlogs. While this was a deliberate exclusion at the time, it seems appropriate and necessary to address not only the application of MPLP to appraisal but also to other aspects of archival administration, specifically preservation, reference, electronic records, and digitization. This article, however, is an opinion piece rather than a research article, thus it lacks the level of detail present in the original article. © Mark A. Greene."
American Archivist,Water tables: A case study of a successful archival fund-raising event,Rettig P.,2010,73,1,10.17723/aarc.73.1.670850x317681420,"This case study describes Water Tables, a successful fund-raising event held annually to benefit the Water Resources Archive at the Colorado State University Libraries. The Archive works to ""provide access to, promote and preserve the water heritage of Colorado."" The article describes the event concept and goals with some of the event highlights. The most important components for creating this successful fund-raiser include an enthusiastic committee of local water professionals with a wide network of contacts, committed event underwriters, and the use of archival documents to engage the attendees and bring the past into the present. © Patricia J. Rettig."
American Archivist,"Meditation, memory, and mission",Pugh M.,2010,73,1,,
American Archivist,Introduction to president Frank Boles,Bell-Russel D.,2010,73,1,,
American Archivist,Documenting the immigrant and ethnic experience in american archives,Daniel D.,2010,73,1,10.17723/aarc.73.1.k2837h27wv1201hv,"This paper examines the development of ethnic and immigrant archives in the United States since the 1960s. It focuses on the dramatic evolution of ""ethnic archiving""-the processes and objectives involved in documenting the immigrant and ethnic experience-and shows how cultural minorities evolved from an object or theme of archival collections to active participants in the creation, appraisal, description, and use of their own archives. A number of factors made this evolution possible: a new political context increasingly responsive to minority rights and cultural diversity, rising interest in social history, and the influence of postmodernist thought on archival theory. New digital technologies have also facilitated the expression and archiving of ethnic voices. © Dominique Daniel."
American Archivist,Optimum access? Processing in college and university archives,Prom C.,2010,73,1,10.17723/aarc.73.1.519m6003k7110760,"Processing is at the heart of what we do as archivists but has been one of the most under-analyzed aspects of our work, particularly in its relationship to access. This article describes and analyzes the ways in which current processing techniques affect access at college and university archives. The analysis shows that paper-based processing backlogs are not correlated to the application of intensive processing techniques and that they are only mildly correlated to the application of complex descriptive technologies. Many institutions have not made as much descriptive information available online as might be desirable, and few institutions are actively soliciting or processing electronic records. While these problems may seem intractable, some institutions have made remarkable progress in providing effective processing and descriptive programs and in developing associated access tools. This article suggests specific ways that we can learn from their successes. The profession as a whole has a responsibility to help all institutions use proven management techniques and easy-to-implement descriptive tools, so that the universe of archival materials that is held by all repositories may be more accessible to users. © Christopher J. Prom."
American Archivist,The role of buddhist monks in the development of archives in the Korean middle ages,Lee K.,2010,73,1,10.17723/aarc.73.1.j47pp6tg5188u0w9,"This study compares the roles of Buddhist monks in medieval Korea and Christian monks in medieval Europe in the development and management of archives. Buddhist and Christian monks and monasteries played similar roles in preserving both religious and secular texts, but the archival role of Christian monks was limited to monastic archives, whereas Buddhist monks were integral to the management of both monastic and secular archives. The establishment early in the Koryo dynasty (918-1392) of a centralized bureaucratic system required a centralized archival system, of which monastic archives were one branch. These monastic archives were managed by one of the major government departments of the secular authority and by Buddhist officials, who consisted largely of Buddhist monks. The findings of this study suggest that different political and social structures in medieval Korea and Europe, as well as the differing religious philosophies and cultures of Buddhism and Christianity, resulted in divergent archival development in the two societies. © Kyong Rae Lee."
American Archivist,"""So, your institution is hosting a presidential debate ..."": A case study of 2008 programming by the University of Mississippi archives and special collections",McWhite L.,2010,73,1,10.17723/aarc.73.1.n374578518678vk2,"On 26 September 2008, the University of Mississippi hosted the first presidential debate between Barack Obama and John McCain. This case study describes the wide variety of programming and resources developed by the Archives and Special Collections to coincide with this historic occasion. It identifies objectives, outlines assessment, and discusses lessons learned that have implications for any large-scale programming efforts. © Leigh McWhite."
American Archivist,Digitization as a preservation method for damaged acetate negatives: A case study,Capell L.,2010,73,1,10.17723/aarc.73.1.x381802g137421h3,"Digitization is widely recognized as an access tool for archival materials, but it is not universally accepted as a preservation method. In certain cases, however, digitization is the most feasible option for recovering and preserving content. Acetate photographic negatives are a case in point. Deteriorated negatives off-gas acetic acid resulting in warping and shrinkage that can cause severe damage. It can be difficult and expensive to salvage the information content of the images using traditional photographic methods. This article examines the decision made at the University of Southern Mississippi to use digitization as a preservation strategy to capture the visual content from highly damaged acetate negatives. © Laura Capell."
American Archivist,Using GIS to manage Philadelphia's archival photographs,Boyer D.,2011,74,2,10.17723/aarc.74.2.028511q0360x327r,"The City of Philadelphia, Pennsylvania, has captured photographs of city building projects and other government activities for more than 140 years. These photographs are now maintained in the City Archives by the Philadelphia Department of Records. Although many of the photographs were originally taken for risk management purposes, the passage of time has made them an invaluable source of reference into the city's rich past. To make these historic photographs more accessible to the general public, the Department of Records implemented the geographically searchable PhillyHistory.org website in 2005, thus providing new opportunities for education and access. © Kathleen Fear and Paul Conway."
American Archivist,"Archival theory and digital historiography: Selection, search, and metadata as archival processes for assessing historical contextualization",Sternfeld J.,2011,74,2,10.17723/aarc.74.2.644851p6gmg432h0,"Digital history, a field within the digital humanities, has challenged the disciplinary boundary that in recent decades has come to separate the work of historians and archivists. A new theory and methodology that draws from both disciplines can create a shared vocabulary for the production, use, and evaluation of digital historical representations, a broad term that encompasses an array of products such as archives, databases, geospatial visualizations, and mobile applications. This article argues that archival theory, when combined with historiography and technical or computational standards, contributes to a new theory called digital historiography. Digital historiography is defined as the interdisciplinary study of the interaction of digital technology with historical practice. Three archival processes-selection, search, and the application of metadata-form the theory's foundation for determining a digital historical representation's contextualization, which may aid in assessing its trustworthiness and effectiveness to communicate historical knowledge. © Kathleen Fear and Paul Conway."
American Archivist,Building foundations for Digital Records Forensics: A comparative study of the concept of reproduction in digital records management and digital forensics,Xie S.,2011,74,2,10.17723/aarc.74.2.e088666710692t3k,"The Digital Records Forensics project is a research collaboration among the fields of digital records management, law, and police investigation. It seeks to develop concepts and methods for determining the authenticity of digital records when they no longer exist in their originating environment. The project began with comparative studies of scholarly literature in each field to lay a conceptual foundation on which other research methodologies, such as analysis of case law, case study, and ethnography, can be designed and executed. The project expects that this conceptual foundation, along with findings from the other methodologies, will facilitate the proposal of a new discipline called digital records forensics, which will be beneficial to all relevant professions, with complementary strengths deriving from each participating field. This article reports on one of the comparative studies, which examined the concept of reproduction in the fields of digital records management and digital forensics. It presents findings of this examination as well as implications for both fields, with special emphasis on digital records management. © Kathleen Fear and Paul Conway."
American Archivist,"The archive(s) is a foreign country: Historians, archivists, and the changing archival landscape",Cook T.,2011,74,2,10.17723/aarc.74.2.xm04573740262424,"Historians and archivists approach the documentary past differently, as they consider, respectively, the ""archive"" (singular) and ""archives"" (plural). The former focuses on issues of power, memory, and identity centered upon the initial inscription of a document (or series of documents). The latter concentrates on the subsequent history of documents over time, including the many interventions by archivists (and others) that transform (and change) that original archive into archives. Despite making good common cause in lobbying over public policy and initially sharing values based on objective, scientific history, the two professions have drifted apart in recent decades. This essay explores the reasons for this divergence by analyzing the history of the two professions and highlighting resulting misconceptions that blind both to deeper nuances of the multiple contexts surrounding records that may enhance their understanding and use. It concludes that archives are not unproblematic storehouses of records awaiting the historian, but active sites of agency and power. Until recently, it has been in the interests of both professions to deny (or at least not interrogate) the subjectivity of archives. Both professions could benefit significantly, therefore, from a renewed partnership centered upon the history of the record to produce better history. © Kathleen Fear and Paul Conway."
American Archivist,Copyfraud or legitimate concerns? Controlling further uses of online archival holdings,Dryden J.,2011,74,2,10.17723/aarc.74.2.d5g2700q5612l4w7,"This study investigated how archival repositories attempt to control further uses of their online holdings and their reasons for doing so. Archival repositories employ two types of measures to control further uses of their online holdings-technical, such as watermarks, and nontechnical, such as terms-of-use statements. They do not, however, clearly separate copyright interests from other motivations; restrictions on use are often conflated under the rubric of copyright. In doing so, they may be guilty of ""copyfraud, "" that is, asserting false claims of copyright. By invoking copyright in ways that impede access to, and use of, online documentary heritage, they may be compromising their core mission of making their holdings available for use. © Kathleen Fear and Paul Conway."
American Archivist,Of provenance and privacy: Using contextual integrity to define third-party privacy,Bingo S.,2011,74,2,10.17723/aarc.74.2.55132839256116n4,"This article approaches the issue of third-party privacy by examining how contextual factors related to the creation and use of records can inform decisions to restrict or open access. Helen Nissenbaum's theory of contextual integrity, which originates from the discourse surrounding digital privacy, is applied as a means to expand an archival concept of provenance to address privacy risks. Applying contextual integrity to privacy decisions also allows archivists to frame decisions in terms of circulation, rather than as a simple dichotomy between access and restriction. Such nuance is invaluable when considering the impact of making records available digitally. © Kathleen Fear and Paul Conway."
American Archivist,ARMA v. SAA: The history and heart of professional friction,Scanlan K.,2011,74,2,10.17723/aarc.74.2.b52104n3n14h8654,"ARMA International and the Society of American Archivists (SAA) share overlapping membership, similar missions, and a tumultuous history. This paper reviews the history of SAA in relation to the field of records management, exploring both the facts and the context in which America's largest records management association split from its largest archival association. © Kathleen Fear and Paul Conway."
American Archivist,Politically charged records: A case study with recommendations for providing access to a challenging collection,Harris V.,2011,74,2,10.17723/aarc.74.2.f252r28174251525,"In the months leading up to the 2008 presidential election, a collection of organizational records held by the Special Collections Department of the University of Illinois at Chicago became a politically charged source of public scrutiny, and the department's role in providing access to the collection became one of the top library stories of the year. This case study relates how the department implemented new collections management policies and procedures and developed an attuned sensitivity to balancing donor obligations with researcher needs in the wake of a public relations crisis. © Kathleen Fear and Paul Conway."
American Archivist,National archives and international conflicts: The society of American archivists and war,Cox D.,2011,74,2,10.17723/aarc.74.2.42332g3h5p685w87,"The prominent role of the SAA in the recent controversy over the fate of Iraqi records and archives highlights crucial questions about the tension between national and international interests in archives and the role of archives and archivists during armed conflict. This article seeks to frame these questions and fill gaps in the debate within the archival community about wartime preservation, controversies over the postwar return of archives, and the role of archivists in war. Archivists will undoubtedly face such issues, which have never been more complex or more relevant, again in the future; this article seeks to promote renewed, vigorous, and respectful debate. © Kathleen Fear and Paul Conway."
American Archivist,Open-access publishing and the transformation of the American archivist online,Conway P.,2011,74,2,10.17723/aarc.74.2.4335671j88946g4q,"In the process of transforming the American Archivist (AA) into a digital journal, the Society of American Archivists (SAA) confronted the political, economic, and intellectual tensions inherent in the complex environment of open-access publishing. This article establishes the framework within which SAA made the transition from print only to a combination of print and electronic publication and contextualizes this transformation within the intellectual evolution of the longest-running archival journal in the world. It uses this transformation to a print-digital hybrid as a jumping-off point for consideration of future possibilities for the Society's digital publishing endeavors and concludes by considering a set of unresolved issues for the American Archivist posed by the open-access publishing movement, which itself is coming to terms with broad-based economic and preservation challenges. © Kathleen Fear and Paul Conway."
