title,author,year,abstract
"Archival description standards: Concepts, principles, and methodologies",Weber L.,1989,"Members of the archival profession have demonstrated an increasing interest in standards-related issues, particularly in archival description standards. The author discusses the concepts, principles, and methodologies associated with archival description standards, first by defining the phrase archival description, and then by introducing similar standards in the library profession as a frame of reference. She summarizes existing archival description standards at three levels (data structure, data content, and data value), reviews reasons to develop and use standards along with obstacles blocking their emergence, and explores possible future developments."
Archival description standards: Establishing a process for their development and implementation,,1989,
A new access system for the vatican archives,Coombs L.A.,1989,"The Vatican Archives, one of the major national and religious archives of the world, contains records from as early as the ninth century and continuous documentation of the church administration from the twelfth century to the present. Although a variety of specialized guides describe various parts of the archives, the lack of a comprehensive inventory of holdings makes access difficult for researchers. A team of archivists from the University of Michigan has begun a project to create a comprehensive, provenancebased access system, working from existing guides and inventories. The author, who is a member of the team, summarizes the history of the Vatican Archives and describes the plan of work for the project."
Diplomatics and archives,Skemer D.,1989,"Diplomatics is an auxiliary science of history created by the French monk Dom Jean Mabillon in 1681 to establish the authenticity of medieval charters. It played a major role in legitimizing archival documentation for historical research and in the education and work of European archivists, many of whom in the twentieth century have come to recognize its potential value for the study of modern and contemporary records. Special diplomatics could be developed to assist American archivists in understanding and working with legal documents, accounting records, and other distinctive forms of record-keeping; the same could be done to aid in the identification of forgeries and the authentication of electronic records."
Authority control issues and prospects,Bearman D.,1989,"Research on authority control reported in archival, library, and information science literature suggests that efforts to control topical subject terminology are inappropriate and ineffective in an archival setting because researchers are unlikely to use the same terminology as that contained in the documents, and because most users value precision over recall (inclusiveness) in their searching. The author argues that archival retrieval will be enhanced by placing more emphasis on increasing the number of access points and less on achieving consistency in indexing. He describes various kinds of authority files and identifies several (occupation, time period, geographic coordinates, form-of-material, and function) that offer the most promise. He advocates the use of existing reference files and cooperative development of new ones, to be used not only in the traditional authority-control sense but also as valuable information resources in their own right."
An introduction to janus,Weber C.,1989,
Writing a general records schedule for electronic records,Cunliffe W.,1989,"The National Archives and Records Administration confronted the difficult question of how burgeoning electronic records should be scheduled and appraised when, in 1986-88, it revised the existing General Records Schedules as they pertained to the disposition of machine-readable records. The committee of custodial and appraisal archivists substantially revised GRS 20, the existing nontextual schedule for machine-readable records, and created new provisions in GRS 23, which, for the first time, addressed the issue of electronic records created on personal computers or in office automation systems. The authors discuss the fundamental archival questions raised in the revision process, describe how the issues were resolved, and evaluate the results."
The historian as archival advocate: Ulrich bonnell phillips and the records of Georgia and the south,Smith J.,1989,"Historian Ulrich Bonnell Phillips (1877-1934) is best known as the author of two of the most influential works in the field of Southern history, American Negro Slavery (1918) and Life and Labor in the Old South (1929). This article underscores Phillips's efforts to promote the location, appraisal, arrangement, description, and conservation of the historical documents, especially plantation manuscripts and local records, of the Old South. In 1903 Phillips prepared an important report for the American Historical Association surveying Georgia's archives. Two years later he summarized the state of archival affairs for the entire South. Phillips's advocacy of systematic archival practice in the South furthered his career, enhanced his private collection of manuscripts and documents, and encouraged the establishment of state and university archival programs in his native region."
Development of the PRESNET subject descriptor thesaurus,McNitt W.,1989,"The PRESNET Thesaurus is a controlled vocabulary of subject descriptors employed in indexing the descriptions of archival materials entered in PRESNET (the Presidential Libraries Information Network). An archivist involved in its development and use discusses the decision to employ a thesaurus, the steps involved in designing and creating it, subsequent modification of the thesaurus after usage began, and the experience of the Gerald R. Ford Library in using it."
Redefining archival identity: Meeting user needs in the information society,Jimerson R.C.,1989,"In order to avoid becoming irrelevant in the modern information society, archivists must redefine their professional identity and role in society, learn new planning and marketing skills, and establish the importance of archives in meeting user needs. Responding to initiatives launched by the SAA Task Force on Archives and Society, the author argues that archivists should adopt a more user-friendly approach to marketing their services. Marketing differs from public relations and selling products by focusing on customers and their needs. Altering the profession's image requires that individual archivists redefine their own self-image, attitudes, and procedures."
"""Everyone did what was right in his own eyes"": Nondenominational fundamentalist/evangelical/pentecostal archives in the United States",Shuster R.,1989,"The conservative Protestant traditions of Fundamentalism, Evangelicalism, and Pentecostalism have few archives, particularly for the nondenominational institutions that provide so much of these groups' leadership and resources. Part of the explanation for this scarcity of archives lies in the nature of these traditions-their relatively recent origin, focus on the present, diversity, and funding priorities. The Evangelical Archives Conference, held at the Billy Graham Center in 1988, began to address the problem by bringing together a group of archivists and nonarchivists to plan an agenda for future action."
"Providing access by form of material, genre, and physical characteristics: Benefits and techniques",Zinkham H.,1989,"Form, genre, and physical characteristics are basic elements in the description of archival material. Either alone or in combination with such other information as name of originating agency, subject, place, and date, they are a powerful retrieval tool that is only beginning to be exploited. The authors summarize the value of access by type of material, describe the vocabulary lists currently in use by archivists and other special collections communities, and outline benefits of distinguishing subject headings from form headings. They focus on catalog entries in systems using the USMARC bibliographic format, with special attention to retrieval issues in catalogs shared by archival, rare book, and visual material collections. Their conclusion calls for increased use of form headings and more cooperation to ensure effective access."
The current state of academic archives: A procrustean bed for archival principles?,Maher W.,1989,"Archives of colleges and universities have evolved in response to a number of pressures and forces, most of which are beyond their control: the character, age, and mission of the parent institution; the administrative location of the archives; the place of the archivist in the institutional hierarchy; the research, teaching, and programmatic interests of faculty and administrators; the educational and subject interests of the archivist; and archival theory and principles. Academic archivists face the challenge of trying simultaneously to meet professional program standards, maintain the primacy of their core mission, and accommodate other opportunities and demands, all of this within the limits of available resources. The resolution of these tensions may come less from the development of external standards than from each archivist's ability to seize control of the forces and direct them to the good of the program."
"Monks, monasteries, and manuscripts: Archival sources for eleventh-century France",Jessee W.,1989,"The investigation of producing and preserving records in a specific historical context such as eleventh-century France can add to our understanding of the place of archives in contemporary society. Although relatively isolated and underdeveloped at that time, French society produced many documents, called charters, similar to those in modern archives. Charters recorded gifts, sales, legal judgments, and even court testimony of someone in authority. As the only literate institution, the Church had a near monopoly on the production and preservation of these documents. Our vision of that era is shaped less by its historians than by its humble record keepers-the medieval counterpart of the modern archivist."
Federal land records in state repositories: The experience in the old northwest,Kinney G.,1989,"The state archives or historical societies in many public land states hold a group of federal records that document the disposing of the federal domain, the records of the local land district offices of the U.S. General Land Office. This article traces the custodial history of land district records for the states of Ohio, Indiana, Illinois, Michigan, Wisconsin, and Minnesota from their creation in the nineteenth century to their availability and use today. Changes in federal records-disposal practices and varying responses by archivists and historical agencies produced very different results in the six states, particularly between the three states whose land offices closed in 1877 and the three that closed in 1925."
The recently opened United Nations war crimes archives: A researcher's comment,Herzstein R.E.,1989,"Archivists and researchers must be aware of the limitations of records found in a single repository and should know what complementary materials exist in other archives. The United Nations War Crimes Commission records at the United Nations Archives provides an extreme example of the dangers inherent in relying on only one institution's records. The author describes the UNWCC archives, discusses the policy governing access and use, and analyzes the problems of taking the content of the records at face value."
"Bibles, benevolence, and bureaucracy: The changing nature of nineteenth century religious records",Wosh P.,1989,"The American Bible Society's founders conceived the organization in 1816 as a traditional missionary moral reform agency. By the mid-nineteenth century, the ABS more closely resembled a modern national nonprofit corporate bureaucracy. Important changes in institutional recordkeeping accompanied and reinforced this change in mission. Increasingly, ABS field agents and employees were discouraged from presenting rich narrative reports, and were required to quantify their work into narrow statistical compilations. Recordkeeping case studies, sensitive to the broader process of institutionalization, can contribute to bureaucratization theory, expose institutional power relationships, and help archivists better appraise the informational value and limitations of their collections."
Eleventh congress of the international council on archives: An American perspective,Bartlett N.,1989,
Will access restrictions hold up in court? the FBI'S attempt to use the braden papers at the state historical society of Wisconsin,Miller H.,1989,"This article describes a legal challenge which tested the right of the donor of a collection of private papers and the State Historical Society of Wisconsin to control access to that collection. It analyzes the arguments used by both sides in the case, the implications of the court's decision for future litigation of a similar nature, and the potential impact on the ability of archives to collect politically sensitive material."
A documentation strategy case study: Western New York,Cox R.J.,1989,"Documentation strategy has emerged as one of the major new archival concepts of the 1980s. The emergence of interest in it is a healthy sign for the archival profession's quest to identify, select, and preserve records of enduring value. Yet, the documentation strategy is still a largely untested concept. This essay describes the strategy's application in documenting geographical localities, in this case western New York, and, as a result, poses a number of additional questions about the documentation strategy that still need answering."
Glasnost' in the archives? Recent developments on the soviet archival scene,Grimsted P.K.,1989,"Soviet archivists and researchers are looking to a new spirit of historical awareness to penetrate and transform the functions and mandates of archival service. One manifestation of the new openness in Soviet society is the discussion and open criticism of the existing archival system that has been appearing in the Soviet press. The author traces that discussion and draws on extensive experience with Soviet archives to describe access, appraisal, and description policies and practices. If trends toward more glasnost' continue in Soviet society and its historical scholarship, they will require that the current discussion and criticism lead to fundamental restructuring of archival policies and practices."
Searching for common ground,Holbert S.,1989,
Institutionalizing an archives: Developing historical records programs in organizations,Yakel E.,1989,"The primary purpose of an institutional archives is the management of the records of a parent organization. The archivist is likely to work in isolation from other archivists and, unlike a historical society or library-based employee, cannot expect preservation of historical records to be defined as an institutional priority. Thus the roles of the archivist and the archives must be well-defined if the archivist is to function as an advocate for the archives and an educator for the institution's staff. The author emphasizes the importance of developing long-term goals that go beyond ensuring the mere survival of the institution's records."
Access to archives and privacy: The twenty-third international archival round table conference proceedings,Newhall A.,1989,
The development of ethics in archival practice,Horn D.E.,1989,"A code of ethics is a statement of generally accepted standards for judgment and conduct that addresses responsibilities unique to a profession. In the 1970s, changing responsibilities and increased complexities for archivists created a need for a comprehensive code of ethics. A Society of American Archivists committee wrote a code, which was adopted by the Society. The author, who chaired that committee, compares the code with the statement written in 1955 for the National Archives and with the codes of similar professions. General adherence to the principles in day-to-day practice and continuing discussion of ethics will lead to reevaluation and revision of the code of ethics."
The ethics of access,Danielson E.,1989,"The principle of providing equal access to archival resources is enshrined in various guidelines and codes of ethics for archival practices. The professional archivist has the responsibility to balance the conflicting interests of heirs, donors, collectors, researchers, and home institutions. An examination of the access problems associated with the restricted papers of Franklin D. Roosevelt, Ludwig Wittgenstein, and Sigmund Freud, and recently opened files on Ferdinand Marcos and Kurt Waldheim reveals the difficulties inherent in implementing such a deceptively simple principle. Several hypothetical situations are posed to demonstrate the practical difficulties of implementing the concept of equal access to open collections."
On the idea of permanence,O'Toole J.,1989,"This essay explores the changing understanding archivists have had of the idea of permanence as it applies to the records in their custody. Though it seems to be an absolute, archivists have in fact used this word to denote very different ideas and concepts, ranging from permanence of the information in documents to permanence of the physical objects themselves. Today, archivists are increasingly reluctant to employ the idea at all, and the essay concludes with some speculations about the future of archives without permanence."
Exquisite art and precious archives: China's records in Bronze,Aiguo Z.,1989,
"Archivists, you are what people think you keep",Gracy D.,1989,"The value of archives (records) to society defines the value of archival enterprise. When a columnist compares archivists to a fictional person who takes ultimate professional delight in studying feces, it is time to look at the ways that archivists describe the material with which they work. The author criticizes the current glossary definition of archives and offers significantly different definitions, both formal and informal, that archivists can use to improve the public's perception of the value of archives."
Archives and manuscript control with bibliographic utilities: Challenges and opportunities,Bearman D.,1989,"The MARC Format for Archives and Manuscript Control (MARC-AMC) was designed with the potential for recording a broad range of information and contains structures for a variety of implementations. These hidden potentials are being explored in its implementation within national bibliographic networks, especially within the Research Libraries Information Network (RLIN) by the Seven States Project. The AMC format has the potential both to support successful automation of archival control and to transform the bibliographic utilities as we know them today. Specifically, AMC overthrows the bibliocentricism, the political hegemony, and the existing financial/functional underpinnings of the bibliographic networks. It opens the ways to multimedia cultural information systems and new local/national systems architectures. As a consequence, archivists are likely to play a critical role in redesigning library information networks in the decades to come."
Question negotiation in the archival setting: The use of interpersonal communication techniques in the reference interview,Long L.,1989,"Reference archivists currently lag behind reference librarians in their awareness of the subtleties and significance of reference interactions. This article focuses on the dynamics of question negotiation, a process by which the patron's initial query is clarified through the archivist's use of communication techniques in order to identify the patron's true information need, which often is not expressed in the initial query. Among the aspects of interpersonal communication considered are the use of paralinguistic elements of communication (pitch, stress, and volume of voice), the effect of verbal and nonverbal communication skills on the archivist-patron relationship, and the overall impact of this interaction on the archivist's effectiveness in serving the patron."
MicroMARC:amc: A case study in the development of an automated system,Honhart F.,1989,"The MicroMARC:amc microcomputer system, developed at Michigan State University, was the first system to utilize successfully the MARC Archives and Manuscripts Control (AMC) format in a microcomputer environment. The system's developer describes the process by which the system was created, discusses concepts and factors that shaped it, and assesses the results of the project and the reasons for its success."
1990,Pillak P.,1990,"The archival communities of the Baltic republics are engaged in political activities to reestablish independence in archival affairs. The Estonian archival community is fighting what it considers to be a Soviet campaign to control Estonian archives by subordinating the state archives under the Ministry of Justice. Estonian archivists are addressing the problems of excessive access restrictions and the lack of adequate material and technical facilities. Perhaps most importantly, work began in 1989 on the drafting of an Estonian archives law to regulate the reorganization of archives in independent Estonia."
The Dutch association of archivists marks its centennial,Buisman F.,1990,"The founding of the Dutch Association of Archivists (VAN) in June 1891 was related to developments in the organization of public records in the Netherlands at the end of the nineteenth century. That organization, which continues today, is described by the author. The role of the Dutch association, especially in the commissioning of a manual to provide practical interpretation of archival principles, and in the drafting of the first and subsequent Dutch national archives laws, is also discussed."
Case studies in archives program development,Hackman L.J.,1990,"Three archivists describe the development of archival programs that they formerly directed: the Archives of the Archdiocese of Boston, the Utah State Archives, and the Yale University Archives. Each case study provides a description of program development and analyzes the institutional setting and the role of managerial planning, communication, internal and external alliances, and professional standards. The three case studies, which were first presented in a session at the fifty-second annual meeting of the Society of American Archivists in Atlanta in October 1988, are accompanied by an introduction and commentary."
Oral records in Senegal,Mbaye S.,1990,"Oral records are an important source for the study of history in Senegal. As early as 1935 the French colonial government recognized the need to record the native oral traditions, but acting on those intentions had to wait until after independence in 1960. The Cultural Archives of Senegal, the Center for the Study of Civilizations, the Primary Institute of Black Africa, and the National Archives of Senegal all collect and conserve oral records, but practice has preceded theory and there is no national plan to define areas of responsibility and no agreement on uniform practices. The author describes current holdings and practices and advocates the development of a coherent policy to ensure the collection, preservation, and use of oral records."
Plowing the sea: Appraising public records in an ahistorical culture,Turnbaugh R.,1990,
Managing the records of higher education: The state of records management in American colleges and universities,Skemer D.,1990,"A half century after the beginnings of records management and institutional archives in American colleges and universities, the authors undertook a broadly based national survey to analyze the state of records management in academe and to identify program characteristics. Campus-wide programs were identified at approximately one-third of the 449 responding colleges and universities, particularly at public institutions subject to state legal requirements for public accountability. The survey also identified widespread implementation of decentralized, office-centered records management programs by registrars and other campus officials. Archivists accounted for most of the survey respondents reporting no campus-wide programs. College and university archivists have long been tireless supporters of academic records management, believing that records management responsibility provides a legally mandated means to identify and accession records of enduring value. But archivists should modify their traditional approach to records management in order to implement and maintain viable programs."
Do real archivists need archives & museum informatics?,Pederson A.,1990,"Archives & Museum Informatics disseminates news and analysis of developments in automation and information technologies and their effects within the archival and museum communities through the publication of a quarterly newsletter and a technical reports series, both of which are edited by David Bearman. The author reviews the contents of both the newsletters and the technical reports, concluding that they comprise a unique and badly needed means to help archivists understand the new approaches, techniques, and technologies that are reshaping human communication."
Curriculum development in archival education: A proposal,O'Toole J.,1990,"Professional archival education has matured considerably during the past decade, but much remains to be done. Archival education remains trapped in a workshop mentality that treats topics summarily, fails to integrate them, and emphasizes practical at the expense of theoretical considerations. Archival educators need to promote the development of courses that have genuine intellectual substance. The author suggests seven curriculum areas that archival education should cover and discusses how courses could be developed in these areas."
Appraisal: The process of choice,Sink R.,1990,"In 1987 the manuscripts and archives staff of the New York Public Library participated in the field testing of the ""Black Box"" appraisal model developed by Frank Boles and Julia Marks Young. Based on this experience, the author evaluates the Boles and Young model in light of its taxonomic function, its usefulness for staff training, and its contribution for furthering the development of appraisal theory. The discussion is extended to consider other recent developments such as cooperative appraisal projects and documentation strategies. The article concludes by emphasizing the value to archivists of documenting and sharing their appraisal decisions."
"""Imponderable matters: "" The influence of new trends in history on appraisal at the national archives",Lockwood E.,1990,"The field of history has changed a great deal since Theodore Schellenberg wrote The Appraisal of Modern Public Records in 1956. Although trends in social history, Afro-American history, and women's history have suggested new subjects, themes, and periodization for historians during the last twenty years, archivists at the National Archives and Records Administration continue to rely primarily on Schellenberg's guidance in their appraisal of the records of the federal government. The author investigates the criteria used in making appraisal decisions at NARA, looks at some examples of appraisals that considered the new trends in history to greater and lesser extents, and concludes that NARA must take a proactive position on this issue to ensure that tomorrow's archival collection is a well-considered and useful one."
Chicago dance collection: A case in pointe,Sheehy C.,1990,"The Newberry Library, a privately endowed research library in Chicago, began in 1981 to develop a manuscript collection in the field of dance. The author describes how an idea was initiated by a paraprofessional staff member, encouraged by researchers, fostered by a curator, supported by the administration, and energized by volunteers to create and develop the Chicago Dance Collection."
Documenting nineteenth-century quartz mining in Northern California,Jung M.A.,1990,"Documentation strategies have been suggested as tools aiding in identification of contemporary records of historical value. They might also be fruitfully applied to historical topics. Quartz mining for gold in California during the nineteenth century provides an example of the potential for retrospective application of documentation strategy. The article describes the historical phenomenon, discusses the importance of a theoretical framework that views organizations as parts of complex networks, analyzes the range of potentially available documentation, and suggests a means of implementation."
Glasnost' in archives? Commentary by soviet historians and archivists,Bolkhovitinov N.N.,1990,
"To remember and forget: Archives, memory, and culture",Foote K.,1990,"The idea of archives as collective memory is sometimes employed as a metaphor for discussing the social and cultural role of archives. It is argued here that the idea is more than a metaphor and is supported by theories that would view collections of documents and material artifacts as means of extending the temporal and spatial range of communication. Archives, along with other communicational resources such as oral and ritual tradition, help to transfer information-and thereby sustain memory-from generation to generation. Two examples illustrate the interrelationship of archives and memory within this broadened view of communication and culture. The first arises from attempts to find ways to warn future generations of the location of radioactive waste repositories. The second revolves around pressure to efface from cultural landscapes evidence of tragic events that people wish to forget."
Moving an archives,Morrow M.,1990,"The author conducted interviews with personnel of ten archival institutions that have been involved in recent years in large-scale removal of archival records from one facility to another, in order to find out how they proceeded and to identify the most common problems encountered in moving. Topics include pre-move planning and the issues that must be determined; the logistics of the move itself; typical problems encountered; and suggestions for improvement in operations. Examples from the experiences of major institutions provide illustrations."
RAMP studies and related UNESCO publications: An international source for archival administration,Cox R.J.,1990,"UNESCO's Paris-based Records and Archives Management Program (RAMP), has sponsored and published many studies of archival institutions, functions, and education that provide a valuable picture of archival practice worldwide. The author reviews selected RAMP publications that have general value for North American archivists in the areas of archival education, appraisal, arrangement and description, reference and access, preservation, government archives, the relevance of other disciplines for archival work, and international archival protocol and standards."
The Boston case of Charles Merrill mount: The archivist's arch enemy,Galvin T.,1990,"The theft of valuable letters and documents by Charles Merrill Mount from the Library of Congress Manuscript Division and the National Archives and Records Administration brings to the forefront, once again, the question of collection security in our nation's archives. This study examines the Mount case and shows how the government was able to prove the charges of interstate transportation of stolen property against him. It suggests possible failures in the security systems of these two institutions and the subsequent changes they have made."
The solution of the space requirements of state archives in Slovakia,Draškaba P.,1990,"The Archives of the Slovak Socialist Republic, with a tradition of many centuries, is facing a space problem due to the enormous growth of records and to the inadequate and often antiquated archival buildings. The Central State Mining Archives and the Regional State Archives have successfully renovated historic buildings to serve as archives. The Central State Archives and the District State Archives have chosen to construct new buildings as archival depots."
National archival systems and structures in the socialist federal republic of Yugoslavia,Župančić T.,1990,
The preservation of books and manuscripts in Cambodia,Dean J.,1990,"In April of 1989 Cornell University, with the support of the Christopher Reynolds Foundation, began a modest program to preserve scarce and unique library and archival materials in Cambodia. Cornell's involvement was an extension of the university's research and teaching activities in Southeast Asia including Cambodia. Preservation efforts are needed because of the devastation and neglect of collections resulting from decades of war. During the three-week project, the author surveyed the collections, trained staff in a variety of basic preservation techniques, assisted in the identification of preservation priorities, made arrangements for the shipment of conservation supplies, and developed plans for the establishment of a microfilm operation. Through the combined efforts of the Christopher Reynolds Foundation, Luce Foundation, and Cornell University, these preservation/conservation initiatives are continuing. In the fall of 1989 Cornell began a project to film on location important materials in Phnom Penh."
Educational options for preservation administrators: An afterword on the preservation management institute,Morris P.,1990,"The education and development of preservation administrators is an important issue for archivists. The Preservation Management Institute (PMI), a pilot project cosponsored by the Society of American Archivists and the North East Document Conservation Center in 1987, is a training alternative that should be continued. A two-week intensive training experience for managers with an aptitude and responsibility for preservation, the PMI could be of significant benefit to institutions that are committed to a rational program of preservation management. The South Carolina Department of Archives and History sponsored one of the students at PMI, and as a result the preservation program has expanded and shows promise of greater improvement."
Archival preservation practice in a nationwide context,Conway P.,1990,"The preservation of historical materials, in a variety of forms and formats, is both a cultural necessity and a central responsibility for professional archivists. Archivists need to define for themselves just what archival preservation entails and assess the capacity of the thousands of archives, large and small, scattered and isolated from each other, to develop and administer sophisticated preservation programs. The author presents the results of the first nationwide study of archival preservation practices in the United States. He describes a model of archival preservation that partially shaped the research project, summarizes the research process involved, reports the major findings, and discusses the implications of the research for archivists and the archival profession."
Current trends in preservation research and development,Cunha G.,1990,"In the 1980s, librarians and archivists accepted responsibility for conservation management as a vitally important aspect of their work. Their increased role in this area influenced research and development trends towards a concentration on mass techniques. These included environmental control with emphasis on preservation rather than creature comfort, fire prevention, and disaster recovery, but developments in mass deacidification have eclipsed all else. And now there are indications that developments in the mass strengthening of paper could make mass deacidification by itself obsolete. Archivists need to become familiar with these developments so as to evaluate their use and/or modify them to suit particular archival needs."
Fire recovery at the library of the academy of sciences of the USSR,Sung C.H.,1990,"This three-part article describes recovery efforts following a disastrous fire at the Academy of Sciences Library in Leningrad that destroyed 400,000 volumes and waterdamaged 3.6 million others. In her overview, Carolyn Sung provides the international context of the recovery efforts led by the Library of Congress. Valerii Leonov describes on-the-scene activities, in particular the innovative methods developed for mass disinfecting and drying. He also suggests the development of international measures to deal with disaster prevention and recovery. Peter Waters comments from his experience with the Florence flood. He praises the procedures used in Leningrad and the decision to implement a phased conservation program that advocates longer time frames for planning purposes and sequential treatments, the first of which is the fabrication of protective enclosures."
Audiovisual resources on preservation topics,Pence C.,1990,"This essay reviews audiovisual programs on preservation-related topics in three main categories: general background and awareness raising, conservation techniques, and disaster planning and recovery. The author stresses the value of audiovisual materials as supplemental training tools but decries their decreasing availability through loan programs. Includes a bibliography and ordering information for materials reviewed."
The importance of archives,Battin P.,1990,
Archival preservation: The teaming of the crew,Kaplan H.,1990,"Preservation has always been at the core of the archival mission. The application of its tenets has, however, frequently been carried out in the most passive ways. As a result, tremendous remedial problems face today's archivists. Correcting the problems of neglect will require new strategies, techniques, and renewed relationships with preservation personnel. Fostering lines of communication with preservation educators will lead us to a better understanding of what will be required to address our needs. The authors advocate assessing archival needs while carefully considering implications for the future in an information environment. They emphasize the difference between preservation personnel needs in libraries and archives, examine formal education training opportunities currently available, and suggest ways to improve archival preservation training. By reviewing the current status of archival preservation, the authors highlight significant issues to help stimulate further thought and discussion in the archival community."
Checklist of standards applicable to the preservation of archives and manuscripts,Walch V.,1990,"Standards have become increasingly important as use of complex technologies influences all phases of archival work. The Society of American Archivists Task Force on Archival Standards has identified more than 150 standards related in some way to archival preservation. The checklist presents the standards (together with information about availability and cost), describes the organizations that developed them, and calls for increased archival participation in the standards-development process."
Conservation program planning at the national archives of Canada,Wright S.,1990,"The senior management of the National Archives of Canada identified the need for corporate planning and clearer accountability in order to create ""a rational conservation program taking into account new technological applications and available resources."" In December 1986 the responsibility for this program development was allocated to two planning staff in the newly organized Conservation Branch. After wide and lively consultation throughout the department at three levels (working, middle management, and senior management), the planning staff produced a policy integrating conservation with all the other archival functions. The development of the first annual conservation plan and the first long-range conservation plan tested the new policy. Annual conservation plans describe specific conservation-related activities and branch responsibility for implementation, resources, and deadlines, while long-range conservation plans delineate the strategic direction of the corporate conservation program."
Whispers in the stacks: The problem of sound recordings in archives,Paton C.,1990,"Although both audio and visual materials are distinctively twentieth-century forms of documentation, audio recordings have been largely ignored by the archival community. One reason for this lapse may be the lack of communication between ""paper"" and ""sound"" archivists. More critical reasons include the difficulties of appraisal, processing, use, and preservation that sound recordings pose for archives that are oriented toward the care of paper materials. The author explores these issues, offers suggestions for improving the status and care of sound recordings in archives, and stresses the importance of addressing this issue now, before preservation needs of aging sound recordings become overwhelming."
Selection for microfilming,Child M.,1990,"This article describes the selection process and theory behind the ""great collections"" approach to microfilming books. The author argues that this approach will not work for archival materials because: (1) there is no methodology to identify exceptionally strong collections; (2) archival collecting has not been the product of ongoing collaboration with subject specialists, nor are collections periodically reappraised; and (3) few archives have undertaken systematic analysis of their collections to assess their strengths and weaknesses. The author calls for the development of a selection methodology that identifies both the most endangered and the most significant documentary records in order to establish priorities for preserving them. Selection for preservation must be built into every aspect of a repository's collections management, from the initial decision to acquire a collection onwards."
Preservation microfilming for archives and manuscripts,Gertz J.,1990,"Cooperative microfilming projects offer one way to cope with the vast amount of archival materials that need preservation. Deciding whether to film a collection as part of a cooperative project depends on evaluation of the collection's intrinsic and intellectual value and how it fits into the repository's collection management program. Planning the filming project is a complex process of determining staff, space, time, and equipment needs, as well as contracting for microfilming services."
Preservation planning for archives: Development and field testing of the NAGARA GRASP,Curtin B.,1990,"The National Association of Government Archives and Records Administrators Guide and Resources for Archives Strategic Preservation Planning (NAGARA GRASP), funded by an NHPRC grant, will be the first publication geared for archivists' use in developing comprehensive preservation programs in their own repositories and within cooperative communities. The development, design, and field tests of this preservation planning system are described."
Literature on the preservation of nonpaper materials,Bowling M.,1990,"This review essay describes selected recent writings on the preservation of nonpaper materials. Following an introduction to general works and periodicals, the author notes important new publications (including forthcoming ones) on the preservation of sound recordings, moving images, photographs, microforms, and magnetic and optical media. In the latter category, the volume of literature is particularly scarce. The essay ends with an explanation of the author's survey strategy."
Planning an effective holdings maintenance program,Garlick K.,1990,"A holdings maintenance program uses a range of simple, basic preservation procedures to improve the housing and storage environment for archival records on an institution-wide basis and, in the process, to defer or eliminate the need for individualized conservation attention. This paper describes the steps necessary to establish an effective systematic holdings maintenance program. It covers the knowledge-gathering and planning that takes place during the initial stages of a new program and the more specific planning that is undertaken when individual holdings maintenance projects are being developed."
The role of standards in the archival management of electronic fecords,Walch V.,1990,"Technical standards developed by national and international standards-setting organizations to facilitate the exchange of data among computer systems could provide archivists with mechanisms for ensuring long-term access and use of information stored in electronic form. Staff at the Canadian and United States national archives and the United Nations have conducted several valuable studies in this area as well as contracting for additional investigations by outside experts. The author digests the findings of several of these studies, describing the organization of and processes followed by the principal national and international standards developers and summarizing the elements of thirteen standards identified as having the greatest potential for archival use."
